old_page_source,target_disposition,new_route,new_component,automated_tests,confirmation_status,implementation_status,target_evidence,notes
erp-ui/src/views/error/404.vue,重设计,/:pathMatch(.*)*,erp-ui-next/src/pages/system/NotFoundPage.vue,erp-ui-next/src/app/router/route-access.test.ts,平台骨架已验证，最终浏览器矩阵待确认,部分实现,erp-ui-next/src/app/router/routes.ts,已实现未知路由兜底；尚缺系统状态页专属渲染测试和真实浏览器矩阵。
erp-ui/src/views/system/userNotification/index.vue,重设计,/messages,erp-ui-next/src/pages/messages/MessagesPage.vue | erp-ui-next/src/domains/messages/message.model.ts | erp-ui-next/src/domains/messages/message.contract.ts | erp-ui-next/src/domains/messages/message.gateway.ts | erp-ui-next/src/domains/messages/message.http.ts,erp-ui-next/src/pages/messages/MessagesPage.test.ts | erp-ui-next/src/domains/messages/message.contract.test.ts | erp-ui-next/src/domains/messages/message.gateway.test.ts | erp-ui-next/src/domains/messages/message.http.test.ts | erp-ui-next/src/app/router/route-access.test.ts | erp-ui-next/src/app/shell/navigation.test.ts,个人消息独立重设计已完成前端切片，领域迁移待确认,部分实现,docs/ERP-NEW_2-阶段6个人消息中心前端垂直切片实施计划-20260803.md | docs/ERP-NEW_2-阶段6个人消息中心前端垂直切片检查点-20260803.md,默认仅注入隔离 Mock；真实 HTTP 适配器保持未注入。后端分页、批量已读、强写回执和旧 OA 深链迁移仍待确认；系统公告继续保持独立能力。
erp-ui/src/views/inventory/stock/index.vue,重设计,/inventory/stock | /inventory/stock/:stockId | /inventory/stock/movements,erp-ui-next/src/pages/inventory/stock/StockWorkbenchPage.vue | erp-ui-next/src/pages/inventory/stock/StockDetailPage.vue | erp-ui-next/src/pages/inventory/stock/StockMovementWorkbenchPage.vue | erp-ui-next/src/design-system/components/ErpConfirmationDialog.vue | erp-ui-next/src/domains/inventory/stock/stock.model.ts | erp-ui-next/src/domains/inventory/stock/stock.contract.ts | erp-ui-next/src/domains/inventory/stock/stock-command.contract.ts | erp-ui-next/src/domains/inventory/stock/stock.gateway.ts | erp-ui-next/src/domains/inventory/stock/stock.http.ts,erp-ui-next/src/pages/inventory/stock/StockWorkbenchPage.test.ts | erp-ui-next/src/pages/inventory/stock/StockDetailPage.test.ts | erp-ui-next/src/pages/inventory/stock/StockMovementWorkbenchPage.test.ts | erp-ui-next/src/design-system/components/ErpConfirmationDialog.test.ts | erp-ui-next/src/domains/inventory/stock/stock.contract.test.ts | erp-ui-next/src/domains/inventory/stock/stock-command.contract.test.ts | erp-ui-next/src/domains/inventory/stock/stock.gateway.test.ts | erp-ui-next/src/domains/inventory/stock/stock.http.test.ts | erp-ui-next/src/api/http/http-client.test.ts | erp-ui-next/src/app/router/route-access.test.ts | erp-ui-next/src/app/shell/navigation.test.ts,库存现状、详情、严格调整、流水和受控导出离线闭环已完成，真实独立运行环境验收待确认,部分实现,docs/ERP-NEW_2-阶段6库存现状工作台前端垂直切片实施计划-20260803.md | docs/ERP-NEW_2-阶段6库存现状工作台前端垂直切片检查点-20260803.md | docs/ERP-NEW_2-阶段6库存管理闭环实施计划-20260809.md | docs/ERP-NEW_2-阶段6库存管理闭环检查点-20260809.md,真实库存列表、汇总、详情、严格版本化调整、流水与有界 Excel 导出 Gateway 已接入；当前组织是唯一写边界且授权可见库存只读；前后端均强制 no-store 并按 inv:cost:view 脱敏成本；调整必须 CSRF、幂等请求标识、行锁、乐观版本和二次确认。分类树筛选与任意组织选择未迁移；真实独立 MySQL、Redis、Nacos、浏览器 E2E 和生产等价验收仍未执行。
erp-ui/src/views/inventory/stock/log.vue,重设计,/inventory/stock/movements,erp-ui-next/src/pages/inventory/stock/StockMovementWorkbenchPage.vue | erp-ui-next/src/design-system/components/ErpConfirmationDialog.vue | erp-ui-next/src/domains/inventory/stock/stock.model.ts | erp-ui-next/src/domains/inventory/stock/stock.contract.ts | erp-ui-next/src/domains/inventory/stock/stock.gateway.ts | erp-ui-next/src/domains/inventory/stock/stock.http.ts,erp-ui-next/src/pages/inventory/stock/StockMovementWorkbenchPage.test.ts | erp-ui-next/src/design-system/components/ErpConfirmationDialog.test.ts | erp-ui-next/src/domains/inventory/stock/stock.contract.test.ts | erp-ui-next/src/domains/inventory/stock/stock.gateway.test.ts | erp-ui-next/src/domains/inventory/stock/stock.http.test.ts | erp-ui-next/src/app/router/route-access.test.ts,库存流水查询、业务追溯和受控导出离线闭环已完成，真实独立运行环境验收待确认,部分实现,docs/ERP-NEW_2-阶段6库存管理闭环实施计划-20260809.md | docs/ERP-NEW_2-阶段6库存管理闭环检查点-20260809.md,流水仅查询当前精确门店或仓库并支持物料、批次、库位、变动类型、业务单号和日期筛选；页面展示操作人、前后数量和业务凭据；导出经过二次确认、有界响应与 no-store 校验；成本由服务端和页面按 inv:cost:view 双重约束。真实运行环境、浏览器 E2E 和生产等价验收仍未执行。
erp-ui/src/views/inventory/purchase/index.vue,重设计,/inventory/purchase | /inventory/purchase/new | /inventory/purchase/:orderId/edit | /inventory/purchase/:orderId | /inventory/purchase/:orderId/receive | /inventory/purchase/:orderId/quality-check,erp-ui-next/src/pages/inventory/purchase/PurchaseWorkbenchPage.vue | erp-ui-next/src/pages/inventory/purchase/PurchaseEditorPage.vue | erp-ui-next/src/pages/inventory/purchase/PurchaseDetailPage.vue | erp-ui-next/src/pages/inventory/purchase/PurchaseReceivePage.vue | erp-ui-next/src/pages/inventory/purchase/PurchaseQualityCheckPage.vue | erp-ui-next/src/pages/inventory/purchase/PurchaseConfirmationDialog.vue | erp-ui-next/src/domains/inventory/purchase/purchase.model.ts | erp-ui-next/src/domains/inventory/purchase/purchase-command.contract.ts | erp-ui-next/src/domains/inventory/purchase/purchase.gateway.ts | erp-ui-next/src/domains/inventory/purchase/purchase.http.ts,erp-ui-next/src/pages/inventory/purchase/PurchaseWorkbenchPage.test.ts | erp-ui-next/src/pages/inventory/purchase/PurchaseEditorPage.test.ts | erp-ui-next/src/pages/inventory/purchase/PurchaseDetailPage.test.ts | erp-ui-next/src/pages/inventory/purchase/PurchaseReceivePage.test.ts | erp-ui-next/src/pages/inventory/purchase/PurchaseQualityCheckPage.test.ts | erp-ui-next/src/pages/inventory/purchase/PurchaseConfirmationDialog.test.ts | erp-ui-next/src/domains/inventory/purchase/purchase.contract.test.ts | erp-ui-next/src/domains/inventory/purchase/purchase-command.contract.test.ts | erp-ui-next/src/domains/inventory/purchase/purchase.gateway.test.ts | erp-ui-next/src/domains/inventory/purchase/purchase.http.test.ts | erp-ui-next/src/test-support/mock-api/purchase.gateway.test.ts | erp-ui-next/src/app/router/purchase-routes.test.ts | erp-ui-next/src/app/shell/navigation.test.ts | erp-ui-next/src/api/http/http-client.test.ts,采购订单完整离线业务闭环已完成，真实独立运行环境验收待确认,部分实现,docs/ERP-NEW_2-阶段6采购订单完整业务闭环前端垂直切片实施计划-20260809.md | docs/ERP-NEW_2-阶段6采购订单完整业务闭环前端垂直切片检查点-20260809.md,真实采购订单列表、详情、供应商与三类物料目录、新建、草稿编辑、保存、保存并提交、按 ID 提交、分批收货、逐行质检、取消、草稿删除、完整追溯、附件上传与有界 Excel 导出 Gateway 已接入；严格限定当前精确仓库并强制 no-store、CSRF、幂等请求标识、Long 字符串、十进制精度、受信任本地附件路径及响应组织校验。后端补齐服务端权威快照、并发状态与受影响行数检查、收货批次和质检附件追溯。真实 MySQL、Redis、Nacos、独立上传目录、浏览器 E2E 和生产等价验收仍未执行；上架仍沿用质检合格直接入库的现有确认规则。
erp-ui/src/views/inventory/product/index.vue,重设计,/inventory/products | /inventory/products/new | /inventory/products/:productId | /inventory/products/:productId/edit,erp-ui-next/src/pages/inventory/products/ProductCatalogPage.vue | erp-ui-next/src/pages/inventory/products/ProductDetailPage.vue | erp-ui-next/src/pages/inventory/products/ProductEditorPage.vue | erp-ui-next/src/domains/inventory/products/product.model.ts | erp-ui-next/src/domains/inventory/products/product.contract.ts | erp-ui-next/src/domains/inventory/products/product-command.contract.ts | erp-ui-next/src/domains/inventory/products/product.gateway.ts | erp-ui-next/src/domains/inventory/products/product.http.ts,erp-ui-next/src/pages/inventory/products/ProductCatalogPage.test.ts | erp-ui-next/src/pages/inventory/products/ProductDetailPage.test.ts | erp-ui-next/src/pages/inventory/products/ProductEditorPage.test.ts | erp-ui-next/src/domains/inventory/products/product.contract.test.ts | erp-ui-next/src/domains/inventory/products/product-command.contract.test.ts | erp-ui-next/src/domains/inventory/products/product.gateway.test.ts | erp-ui-next/src/domains/inventory/products/product.http.test.ts | erp-ui-next/src/app/router/route-access.test.ts | erp-ui-next/src/app/shell/navigation.test.ts | erp-ui-next/src/platform/permissions/permission.test.ts,商品目录、详情以及仓库新增、编辑、停启用和删除离线闭环已完成，图片/导入导出/成本维护与真实运行验收待确认,部分实现,docs/ERP-NEW_2-阶段6商品目录只读工作台前端垂直切片实施计划-20260809.md | docs/ERP-NEW_2-阶段6商品目录只读工作台前端垂直切片检查点-20260809.md | docs/ERP-NEW_2-阶段6商品详情只读闭环前端垂直切片实施计划-20260809.md | docs/ERP-NEW_2-阶段6商品详情只读闭环前端垂直切片检查点-20260809.md | docs/ERP-NEW_2-阶段6商品主数据维护命令前端垂直切片实施计划-20260809.md | docs/ERP-NEW_2-阶段6商品主数据维护命令前端垂直切片检查点-20260809.md,真实商品列表、详情、分类树、启用合作供应商选项以及新增/更新/删除 HTTP Gateway 已接入，强制 Dept-NumId、CSRF、双幂等标识、no-store 和运行时白名单契约；仓库可维护后端授权范围内的共享商品，新增结果必须属于当前仓库；无 inv:cost:view 时后端阻止成本写入并脱敏响应。当前已覆盖列表、详情、筛选分页、销售参考价、安全库存、供应商选择、新增、编辑、停启用和两步删除，并提供独立商品分类与供应商主数据维护入口；图片、商品导入导出、采购/成本维护及真实浏览器生产等价验收仍未迁移。
erp-ui/src/views/inventory/stockCheck/index.vue,重设计,/inventory/stock-check | /inventory/stock-check/new | /inventory/stock-check/:checkId,erp-ui-next/src/pages/inventory/stock-check/StockCheckWorkbenchPage.vue | erp-ui-next/src/pages/inventory/stock-check/StockCheckCreatePage.vue | erp-ui-next/src/pages/inventory/stock-check/StockCheckDetailPage.vue | erp-ui-next/src/design-system/components/ErpConfirmationDialog.vue | erp-ui-next/src/domains/inventory/stock-check/stock-check.model.ts | erp-ui-next/src/domains/inventory/stock-check/stock-check.contract.ts | erp-ui-next/src/domains/inventory/stock-check/stock-check-command.contract.ts | erp-ui-next/src/domains/inventory/stock-check/stock-check.gateway.ts | erp-ui-next/src/domains/inventory/stock-check/stock-check.http.ts | erp-ui-next/src/domains/inventory/stock-check/stock-check.presentation.ts,erp-ui-next/src/pages/inventory/stock-check/StockCheckWorkbenchPage.test.ts | erp-ui-next/src/pages/inventory/stock-check/StockCheckCreatePage.test.ts | erp-ui-next/src/pages/inventory/stock-check/StockCheckDetailPage.test.ts | erp-ui-next/src/design-system/components/ErpConfirmationDialog.test.ts | erp-ui-next/src/domains/inventory/stock-check/stock-check.contract.test.ts | erp-ui-next/src/domains/inventory/stock-check/stock-check-command.contract.test.ts | erp-ui-next/src/domains/inventory/stock-check/stock-check.gateway.test.ts | erp-ui-next/src/domains/inventory/stock-check/stock-check.http.test.ts | erp-ui-next/src/app/router/stock-check-routes.test.ts | erp-ui-next/src/domains/todos/todo.target.test.ts | erp-ui-next/src/platform/navigation/task-deep-link.test.ts,库存盘点全生命周期离线闭环已完成，真实独立运行环境验收待确认,部分实现,docs/ERP-NEW_2-阶段6库存盘点只读工作台前端垂直切片实施计划-20260803.md | docs/ERP-NEW_2-阶段6库存盘点只读工作台前端垂直切片检查点-20260803.md | docs/ERP-NEW_2-阶段6库存盘点完整生命周期业务闭环实施计划-20260809.md | docs/ERP-NEW_2-阶段6库存盘点完整生命周期业务闭环检查点-20260810.md,真实列表、详情、创建、候选人、指派、盘点录入与复盘、提交、重盘、待办审批、旧流程同意与驳回、新流程审批中心跳转与撤回、取消、草稿删除、不可变审批轨迹和有界 Excel 导出 Gateway 已接入；当前精确门店或仓库为组织边界，前后端强制 no-store、CSRF、Dept-NumId、请求与幂等标识、Long、日期和十进制契约；成本按 inv:cost:view 服务端脱敏，盲盘数量在提交前保护，待办深链精确到业务 ID。当前默认使用隔离 Mock；真实独立 MySQL、Redis、Nacos、浏览器 E2E 和生产等价验收仍未执行。
erp-ui/src/views/inventory/report/index.vue,重设计,/inventory/report,erp-ui-next/src/pages/inventory/report/InventoryReportPage.vue | erp-ui-next/src/design-system/components/ErpConfirmationDialog.vue | erp-ui-next/src/domains/inventory/report/report.model.ts | erp-ui-next/src/domains/inventory/report/report.contract.ts | erp-ui-next/src/domains/inventory/report/report.gateway.ts | erp-ui-next/src/domains/inventory/report/report.http.ts,erp-ui-next/src/pages/inventory/report/InventoryReportPage.test.ts | erp-ui-next/src/design-system/components/ErpConfirmationDialog.test.ts | erp-ui-next/src/domains/inventory/report/report.contract.test.ts | erp-ui-next/src/domains/inventory/report/report.gateway.test.ts | erp-ui-next/src/domains/inventory/report/report.http.test.ts | erp-modules/erp-inventory/src/test/java/com/erp/inventory/controller/InvReportControllerTest.java | erp-modules/erp-inventory/src/test/java/com/erp/inventory/domain/vo/InvReportWarningExportRowTest.java | erp-modules/erp-inventory/src/test/java/com/erp/inventory/service/impl/InvReportServiceImplTest.java | erp-modules/erp-inventory/src/test/java/com/erp/inventory/mapper/InvReportMapperBindingTest.java | erp-modules/erp-inventory/src/test/java/com/erp/inventory/sql/InvReportExportPermissionSqlSourceTest.java | erp-ui-next/src/app/router/route-access.test.ts | erp-ui-next/src/app/shell/navigation.test.ts,库存报表安全核对与受控导出离线闭环已完成，真实独立运行环境验收待确认,部分实现,docs/ERP-NEW_2-阶段6库存报表只读工作台前端垂直切片实施计划-20260803.md | docs/ERP-NEW_2-阶段6库存报表只读工作台前端垂直切片检查点-20260803.md | docs/ERP-NEW_2-阶段6库存报表安全核对与受控导出闭环实施计划-20260810.md | docs/ERP-NEW_2-阶段6库存报表安全核对与受控导出闭环检查点-20260810.md,真实 summary 已按 inv:cost:view 服务端脱敏且所有报表响应强制 no-store；当前组织商品候选不依赖商品主数据权限；预警可精确进入库存详情并按目标权限提供库存采购销售核对入口；inv:report:export 独立控制安全字段 Excel 导出并使用最近成功筛选。趋势图、口径版本、跨组织汇总、报表配置、真实独立服务、浏览器 E2E 和生产等价验收仍未完成。
erp-ui/src/views/inventory/customer/index.vue,重设计,/customers/service-cards,erp-ui-next/src/pages/customers/service-card/CustomerServiceCardPage.vue | erp-ui-next/src/domains/customers/service-card/service-card.model.ts | erp-ui-next/src/domains/customers/service-card/service-card.contract.ts | erp-ui-next/src/domains/customers/service-card/service-card.gateway.ts | erp-ui-next/src/domains/customers/service-card/service-card.http.ts,erp-ui-next/src/pages/customers/service-card/CustomerServiceCardPage.test.ts | erp-ui-next/src/domains/customers/service-card/service-card.contract.test.ts | erp-ui-next/src/domains/customers/service-card/service-card.gateway.test.ts | erp-ui-next/src/domains/customers/service-card/service-card.http.test.ts | erp-ui-next/src/app/router/route-access.test.ts | erp-ui-next/src/app/shell/navigation.test.ts,客户服务卡只读前端切片已完成，客户与销售完整迁移待确认,部分实现,docs/ERP-NEW_2-阶段6客户服务卡只读工作台前端垂直切片实施计划-20260803.md | docs/ERP-NEW_2-阶段6客户服务卡只读工作台前端垂直切片检查点-20260803.md,默认仅注入 ERP-NEW_2 脱敏 Mock；真实 list HTTP Reader 保持未注入并显式使用 Dept-NumId。Reader 强制响应 no-store 并拒绝跨门店记录；新模型丢弃信用账期地址邮箱服务记录照片节点和内部版本。详情、照片、审计、写操作、销售联动和生产接线均未迁移。
erp-ui/src/views/inventory/sales/index.vue,重设计,/sales/orders,erp-ui-next/src/pages/sales/orders/SalesOrderWorkbenchPage.vue | erp-ui-next/src/domains/sales/orders/sales-order.model.ts | erp-ui-next/src/domains/sales/orders/sales-order.contract.ts | erp-ui-next/src/domains/sales/orders/sales-order.gateway.ts | erp-ui-next/src/domains/sales/orders/sales-order.http.ts,erp-ui-next/src/pages/sales/orders/SalesOrderWorkbenchPage.test.ts | erp-ui-next/src/domains/sales/orders/sales-order.contract.test.ts | erp-ui-next/src/domains/sales/orders/sales-order.gateway.test.ts | erp-ui-next/src/domains/sales/orders/sales-order.http.test.ts | erp-ui-next/src/app/router/route-access.test.ts | erp-ui-next/src/app/shell/navigation.test.ts,销售订单只读前端切片已完成，销售退货配送与完整业务闭环待确认,部分实现,docs/ERP-NEW_2-阶段6销售订单只读工作台前端垂直切片实施计划-20260803.md | docs/ERP-NEW_2-阶段6销售订单只读工作台前端垂直切片检查点-20260803.md,默认仅注入 ERP-NEW_2 脱敏 Mock；真实 list HTTP Reader 保持未注入并显式使用 Dept-NumId。当前只覆盖当前门店列表筛选分页金额和履约状态；跨单位数量聚合在契约层丢弃。详情、我的订单、新建、编辑、保存、提交、取消、导出、配送通知、发货、退货和生产接线均未迁移。
erp-ui/src/views/inventory/salesReturn/index.vue,重设计,/sales/returns,erp-ui-next/src/pages/sales/returns/SalesReturnWorkbenchPage.vue | erp-ui-next/src/domains/sales/returns/sales-return.model.ts | erp-ui-next/src/domains/sales/returns/sales-return.contract.ts | erp-ui-next/src/domains/sales/returns/sales-return.gateway.ts | erp-ui-next/src/domains/sales/returns/sales-return.http.ts,erp-ui-next/src/pages/sales/returns/SalesReturnWorkbenchPage.test.ts | erp-ui-next/src/domains/sales/returns/sales-return.contract.test.ts | erp-ui-next/src/domains/sales/returns/sales-return.gateway.test.ts | erp-ui-next/src/domains/sales/returns/sales-return.http.test.ts | erp-ui-next/src/app/router/route-access.test.ts | erp-ui-next/src/app/shell/navigation.test.ts,销售退货只读前端切片已完成，售后退货业务闭环待确认,部分实现,docs/ERP-NEW_2-阶段6销售退货只读工作台前端垂直切片实施计划-20260803.md | docs/ERP-NEW_2-阶段6销售退货只读工作台前端垂直切片检查点-20260803.md,默认仅注入 ERP-NEW_2 脱敏 Mock；真实 list HTTP Reader 保持未注入并显式使用 Dept-NumId。当前只覆盖当前门店列表筛选分页金额来源销售单和处理状态；跨单位数量聚合在契约层丢弃。我的退货、详情、新建、编辑、保存、提交、确认退货、取消、导出、原单明细选择和生产接线均未迁移。
erp-ui/src/views/inventory/deliveryNotice/index.vue,重设计,/sales/delivery-notices,erp-ui-next/src/pages/sales/delivery-notices/DeliveryNoticeWorkbenchPage.vue | erp-ui-next/src/domains/sales/delivery-notices/delivery-notice.model.ts | erp-ui-next/src/domains/sales/delivery-notices/delivery-notice.contract.ts | erp-ui-next/src/domains/sales/delivery-notices/delivery-notice.gateway.ts | erp-ui-next/src/domains/sales/delivery-notices/delivery-notice.http.ts,erp-ui-next/src/pages/sales/delivery-notices/DeliveryNoticeWorkbenchPage.test.ts | erp-ui-next/src/domains/sales/delivery-notices/delivery-notice.contract.test.ts | erp-ui-next/src/domains/sales/delivery-notices/delivery-notice.gateway.test.ts | erp-ui-next/src/domains/sales/delivery-notices/delivery-notice.http.test.ts | erp-ui-next/src/app/router/route-access.test.ts | erp-ui-next/src/app/shell/navigation.test.ts,配送通知只读前端切片已完成，配送发货业务闭环待确认,部分实现,docs/ERP-NEW_2-阶段6配送通知只读工作台前端垂直切片实施计划-20260803.md | docs/ERP-NEW_2-阶段6配送通知只读工作台前端垂直切片检查点-20260803.md,默认仅注入 ERP-NEW_2 脱敏 Mock；真实 list HTTP Reader 保持未注入并显式使用 Dept-NumId。当前只覆盖销售门店或唯一发货仓库范围内的列表筛选分页来源销售单和处理状态；跨单位数量聚合在契约层丢弃，仓库归属不明确时失败关闭。详情、生成通知、执行发货、取消、导出、库存扣减、跨店调拨和生产接线均未迁移。
erp-ui/src/views/oa/purchase/index.vue,重设计,/oa/purchases,erp-ui-next/src/pages/oa/purchases/OaPurchaseWorkbenchPage.vue | erp-ui-next/src/domains/oa/purchases/oa-purchase.model.ts | erp-ui-next/src/domains/oa/purchases/oa-purchase.contract.ts | erp-ui-next/src/domains/oa/purchases/oa-purchase.gateway.ts | erp-ui-next/src/domains/oa/purchases/oa-purchase.http.ts,erp-ui-next/src/pages/oa/purchases/OaPurchaseWorkbenchPage.test.ts | erp-ui-next/src/domains/oa/purchases/oa-purchase.contract.test.ts | erp-ui-next/src/domains/oa/purchases/oa-purchase.gateway.test.ts | erp-ui-next/src/domains/oa/purchases/oa-purchase.http.test.ts | erp-ui-next/src/app/router/route-access.test.ts | erp-ui-next/src/app/shell/navigation.test.ts,OA采购申请只读前端切片已完成，OA与统一审批完整闭环待确认,部分实现,docs/ERP-NEW_2-阶段6OA采购申请只读工作台前端垂直切片实施计划-20260803.md | docs/ERP-NEW_2-阶段6OA采购申请只读工作台前端垂直切片检查点-20260803.md,默认仅注入 ERP-NEW_2 脱敏 Mock；真实 my HTTP Reader 保持未注入并显式使用 Dept-NumId。当前只覆盖当前登录申请人在当前店铺或仓库范围内的列表筛选分页金额审批轮次和状态；跨申请人或跨组织记录失败关闭。详情、新建、编辑、保存、提交、撤回、关闭、审批轨迹、审批动作、导出和生产接线均未迁移。
erp-ui/src/views/approval/manage/components/RuntimeMonitor.vue,重设计,/approvals/instances,erp-ui-next/src/pages/approvals/instances/ApprovalInstanceWorkbenchPage.vue | erp-ui-next/src/pages/approvals/instances/ApprovalInstanceDetailPanel.vue | erp-ui-next/src/pages/approvals/instances/ApprovalAdminActionDialog.vue | erp-ui-next/src/domains/approvals/instances/approval-instance.model.ts | erp-ui-next/src/domains/approvals/instances/approval-instance.contract.ts | erp-ui-next/src/domains/approvals/instances/approval-instance-detail.contract.ts | erp-ui-next/src/domains/approvals/instances/approval-instance-admin.contract.ts | erp-ui-next/src/domains/approvals/instances/approval-instance.gateway.ts | erp-ui-next/src/domains/approvals/instances/approval-instance.http.ts,erp-ui-next/src/pages/approvals/instances/ApprovalInstanceWorkbenchPage.test.ts | erp-ui-next/src/pages/approvals/instances/ApprovalInstanceDetailPanel.test.ts | erp-ui-next/src/pages/approvals/instances/ApprovalAdminActionDialog.test.ts | erp-ui-next/src/domains/approvals/instances/approval-instance.contract.test.ts | erp-ui-next/src/domains/approvals/instances/approval-instance-detail.contract.test.ts | erp-ui-next/src/domains/approvals/instances/approval-instance-admin.contract.test.ts | erp-ui-next/src/domains/approvals/instances/approval-instance.gateway.test.ts | erp-ui-next/src/domains/approvals/instances/approval-instance.http.test.ts | erp-ui-next/src/app/router/route-access.test.ts | erp-ui-next/src/app/shell/navigation.test.ts,统一审批实例安全详情与管理员异常处置前端切片已完成，个人审批和真实统一审批闭环待确认,部分实现,docs/ERP-NEW_2-阶段6统一审批实例只读监控前端垂直切片实施计划-20260803.md | docs/ERP-NEW_2-阶段6统一审批实例只读监控前端垂直切片检查点-20260803.md | docs/ERP-NEW_2-阶段6审批实例详情与管理员异常处置前端垂直切片实施计划-20260803.md | docs/ERP-NEW_2-阶段6审批实例详情与管理员异常处置前端垂直切片检查点-20260803.md,默认仅注入 ERP-NEW_2 跨组织脱敏可变 Mock；真实列表和详情 Reader 及三个 Writer 保持未注入并省略组织头。当前覆盖原生实例列表筛选分页、安全详情、任务候选人、追加审计、回调状态以及按独立权限和前置状态开放的终止改派与回调重放；响应必须 no-store，写命令必须 CSRF 和幂等请求标识。旧引擎聚合、个人审批动作、目录用户搜索、自动转交、流程配置写入、规则发布、后端缓存权限修复和生产接线均未迁移。
erp-ui/src/views/approval/manage/components/AdminActionDialog.vue,重设计,/approvals/instances,erp-ui-next/src/pages/approvals/instances/ApprovalAdminActionDialog.vue | erp-ui-next/src/pages/approvals/instances/ApprovalInstanceDetailPanel.vue | erp-ui-next/src/pages/approvals/instances/ApprovalInstanceWorkbenchPage.vue | erp-ui-next/src/domains/approvals/instances/approval-instance-admin.contract.ts | erp-ui-next/src/domains/approvals/instances/approval-instance-detail.contract.ts | erp-ui-next/src/domains/approvals/instances/approval-instance.gateway.ts | erp-ui-next/src/domains/approvals/instances/approval-instance.http.ts,erp-ui-next/src/pages/approvals/instances/ApprovalAdminActionDialog.test.ts | erp-ui-next/src/pages/approvals/instances/ApprovalInstanceDetailPanel.test.ts | erp-ui-next/src/pages/approvals/instances/ApprovalInstanceWorkbenchPage.test.ts | erp-ui-next/src/domains/approvals/instances/approval-instance-admin.contract.test.ts | erp-ui-next/src/domains/approvals/instances/approval-instance-detail.contract.test.ts | erp-ui-next/src/domains/approvals/instances/approval-instance.gateway.test.ts | erp-ui-next/src/domains/approvals/instances/approval-instance.http.test.ts,管理员异常处置前端骨架已完成，目录搜索与真实统一审批闭环待确认,部分实现,docs/ERP-NEW_2-阶段6审批实例详情与管理员异常处置前端垂直切片实施计划-20260803.md | docs/ERP-NEW_2-阶段6审批实例详情与管理员异常处置前端垂直切片检查点-20260803.md,旧对话框的任意管理员动作入口被拆成终止实例、改派当前待办候选人和重放异常回调三个显式命令；每个命令独立权限、固定前置状态、必填原因、二次确认、CSRF 和幂等请求标识。内部目标 ID 不能手填，默认仅修改隔离 Mock 内存；目录用户搜索、自动转交、真实 Writer 和后端权限缓存修复均未迁移。
erp-ui/src/views/approval/manage/components/FlowConfiguration.vue,重设计,/approvals/definitions,erp-ui-next/src/pages/approvals/definitions/ApprovalDefinitionWorkbenchPage.vue | erp-ui-next/src/domains/approvals/definitions/approval-definition.model.ts | erp-ui-next/src/domains/approvals/definitions/approval-definition.contract.ts | erp-ui-next/src/domains/approvals/definitions/approval-definition.gateway.ts | erp-ui-next/src/domains/approvals/definitions/approval-definition.http.ts,erp-ui-next/src/pages/approvals/definitions/ApprovalDefinitionWorkbenchPage.test.ts | erp-ui-next/src/domains/approvals/definitions/approval-definition.contract.test.ts | erp-ui-next/src/domains/approvals/definitions/approval-definition.gateway.test.ts | erp-ui-next/src/domains/approvals/definitions/approval-definition.http.test.ts | erp-ui-next/src/app/router/route-access.test.ts | erp-ui-next/src/app/shell/navigation.test.ts,审批流程定义只读目录前端切片已完成，规则版本与审批配置闭环待确认,部分实现,docs/ERP-NEW_2-阶段6审批流程定义只读目录前端垂直切片实施计划-20260803.md | docs/ERP-NEW_2-阶段6审批流程定义只读目录前端垂直切片检查点-20260803.md,默认仅注入 ERP-NEW_2 跨组织脱敏 Mock；真实 templates HTTP Reader 保持未注入并省略组织头。当前只覆盖审批业务模板列表筛选分页引擎与定义模式；响应必须 no-store 且适配器回调锁版本审计字段在契约层丢弃。模板详情、规则、版本、草稿、编辑、发布、停用、预览、配置检查和生产接线均未迁移。
